Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,Unnamed: 8
NCV,AllianzGI Convertible & Income Fund,4.65,420240000,2003.0,,,https://old.nasdaq.com/symbol/ncv,
NCZ,AllianzGI Convertible & Income Fund II,4.12,31360000,2003.0,,,https://old.nasdaq.com/symbol/ncz,
ACV,AllianzGI Diversified Income & Convertible Fund,25.17,260610000,2015.0,,,https://old.nasdaq.com/symbol/acv,
NFJ,"AllianzGI Dividend, Interest & Premium Strategy Fu",11.77,1120000000,2005.0,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/nfj,
NIE,AllianzGI Equity & Convertible Income Fund,23.62,654490000,2007.0,,,https://old.nasdaq.com/symbol/nie,
AESE,"Allied Esports Entertainment, Inc.",1.45,46350000,2017.0,Consumer Services,Services-Misc. Amusement & Recreation,https://old.nasdaq.com/symbol/aese,
AHPI,"Allied Healthcare Products, Inc.",5.61,22520000,1992.0,Health Care,Industrial Specialties,https://old.nasdaq.com/symbol/ahpi,
AMOT,"Allied Motion Technologies, Inc.",40.45,394160000,,Capital Goods,Electrical Products,https://old.nasdaq.com/symbol/amot,
ALSN,"Allison Transmission Holdings, Inc.",34.78,3940000000,2012.0,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/alsn,
ALLO,"Allogene Therapeutics, Inc.",32.38,4510000000,2018.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/allo,
ALLT,Allot Ltd.,9.47,328610000,2006.0,Technology,Computer Communications Equipment,https://old.nasdaq.com/symbol/allt,
ALVR,"AlloVir, Inc.",22.02,1380000000,2020.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/alvr,
MDRX,"Allscripts Healthcare Solutions, Inc.",8.665,1410000000,,Technology,EDP Services,https://old.nasdaq.com/symbol/mdrx,
ALL,Allstate Corporation (The),93.82,2930000000,,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/all,
ALLY,Ally Financial Inc.,23.91,8940000000,2014.0,Finance,Major Banks,https://old.nasdaq.com/symbol/ally,
AAU,"Almaden Minerals, Ltd.",0.7663,92230000,2015.0,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/aau,
ALNY,"Alnylam Pharmaceuticals, Inc.",122.44,1420000000,2004.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/alny,
AOSL,Alpha and Omega Semiconductor Limited,12.67,320650000,2010.0,Technology,Semiconductors,https://old.nasdaq.com/symbol/aosl,
APT,"Alpha Pro Tech, Ltd.",14.05,190910000,,Health Care,Industrial Specialties,https://old.nasdaq.com/symbol/apt,
GOOG,Alphabet Inc.,1520.72,1034340000000,2004.0,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/goog,
GOOGL,Alphabet Inc.,1515.76,1030960000000,,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/googl,
ATEC,"Alphatec Holdings, Inc.",6.0,385820000,2006.0,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/atec,
ALPN,"Alpine Immune Sciences, Inc.",7.59,180530000,2015.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/alpn,
PINE,"Alpine Income Property Trust, Inc.",14.88,110930000,2019.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/pine,
ALTG,Alta Equipment Group Inc.,7.8,230190000,2019.0,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/altg,
ALTA,Altabancorp,20.36,382650000,2015.0,Finance,Major Banks,https://old.nasdaq.com/symbol/alta,
ALTR,Altair Engineering Inc.,37.67,2750000000,2017.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/altr,
ATHE,Alterity Therapeutics Limited,2.03,36710000,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/athe,
AYX,"Alteryx, Inc.",107.29,710000000,2017.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/ayx,
ATUS,"Altice USA, Inc.",26.11,15090000000,2017.0,Consumer Services,Television Services,https://old.nasdaq.com/symbol/atus,
ALT,"Altimmune, Inc.",12.09,39790000,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/alt,
AAMC,Altisource Asset Management Corp,23.5,38350000,,Finance,Real Estate,https://old.nasdaq.com/symbol/aamc,
ASPS,Altisource Portfolio Solutions S.A.,12.59,19680000,,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/asps,
AIMC,Altra Industrial Motion Corp.,38.81,2510000000,2006.0,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/aimc,
MO,Altria Group,43.59,81010000000,,Consumer Non-Durables,Farming/Seeds/Milling,https://old.nasdaq.com/symbol/mo,
ALTM,Altus Midstream Company,11.99,19480000,2017.0,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/altm,
ACH,Aluminum Corporation of China Limited,5.77,3930000000,2001.0,Basic Industries,Aluminum,https://old.nasdaq.com/symbol/ach,
ALUS,Alussa Energy Acquisition Corp.,9.92,35650000,2020.0,Finance,Business Services,https://old.nasdaq.com/symbol/alus,
ALXO,ALX Oncology Holdings Inc.,39.43,1460000000,2020.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/alxo,
AMAG,"AMAG Pharmaceuticals, Inc.",9.14,315140000,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/amag,
AMAL,Amalgamated Bank,12.46,386880000,2018.0,Consumer Non-Durables,Textiles,https://old.nasdaq.com/symbol/amal,
AMRN,Amarin Corporation plc,4.08,1590000000,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/amrn,
AMRK,"A-Mark Precious Metals, Inc.",33.15,233090000,,Basic Industries,Other Specialty Stores,https://old.nasdaq.com/symbol/amrk,
AMZN,"Amazon.com, Inc.",3116.22,1560880000000,1997.0,Consumer Services,Catalog/Specialty Distribution,https://old.nasdaq.com/symbol/amzn,
AMBC,"Ambac Financial Group, Inc.",11.76,538720000,,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/ambc,
AMBC,"Ambac Financial Group, Inc.",11.76,538720000,,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/ambc,
AMBA,"Ambarella, Inc.",50.37,1740000000,2012.0,Technology,Semiconductors,https://old.nasdaq.com/symbol/amba,
ABEV,Ambev S.A.,2.29,36030000000,2013.0,Consumer Non-Durables,Beverages (Production/Distribution),https://old.nasdaq.com/symbol/abev,
AMBO,Ambow Education Holding Ltd.,1.96,42710000,,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/ambo,
AMC,"AMC Entertainment Holdings, Inc.",5.79,632960000,2013.0,Consumer Services,Movies/Entertainment,https://old.nasdaq.com/symbol/amc,
AMCX,AMC Networks Inc.,20.86,1090000000,,Consumer Services,Television Services,https://old.nasdaq.com/symbol/amcx,
AMCI,AMCI Acquisition Corp.,10.38,212150000,2018.0,Finance,Business Services,https://old.nasdaq.com/symbol/amci,
DIT,AMCON Distributing Company,66.03,3730000,,Consumer Non-Durables,Food Distributors,https://old.nasdaq.com/symbol/dit,
AMCR,Amcor plc,11.06,17270000000,2019.0,Consumer Durables,Miscellaneous manufacturing industries,https://old.nasdaq.com/symbol/amcr,
DOX,Amdocs Limited,57.3,7620000000,,Technology,EDP Services,https://old.nasdaq.com/symbol/dox,
AMED,Amedisys Inc,231.69,7520000000,,Health Care,Medical/Nursing Services,https://old.nasdaq.com/symbol/amed,
AMTB,Amerant Bancorp Inc.,11.17,470920000,,Finance,Major Banks,https://old.nasdaq.com/symbol/amtb,
AMTBB,Amerant Bancorp Inc.,9.0,379430000,,Finance,Major Banks,https://old.nasdaq.com/symbol/amtbb,
UHAL,Amerco,370.51,7260000000,,Consumer Services,Rental/Leasing Companies,https://old.nasdaq.com/symbol/uhal,
AEE,Ameren Corporation,76.6,18930000000,,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/aee,
AMRC,"Ameresco, Inc.",28.67,1370000000,2010.0,Basic Industries,Engineering & Construction,https://old.nasdaq.com/symbol/amrc,
AMRH,"Ameri Holdings, Inc.",1.13,6480000,,Technology,Semiconductors,https://old.nasdaq.com/symbol/amrh,
ATAX,"America First Multifamily Investors, L.P.",4.07,246420000,,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/atax,
AMOV,"America Movil, S.A.B. de C.V.",12.3863,53930000000,,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/amov,
AMOV,"America Movil, S.A.B. de C.V.",12.3863,53930000000,,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/amov,
AMX,"America Movil, S.A.B. de C.V.",12.53,54550000000,,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/amx,
AAL,"American Airlines Group, Inc.",12.95,6590000000,,Transportation,Air Freight/Delivery Services,https://old.nasdaq.com/symbol/aal,
AAT,"American Assets Trust, Inc.",24.66,1480000000,2011.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/aat,
AXL,"American Axle & Manufacturing Holdings, Inc.",7.49,848410000,,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/axl,
ACC,American Campus Communities Inc,34.59,4760000000,2004.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/acc,
AEO,"American Eagle Outfitters, Inc.",13.79,2290000000,,Consumer Services,Clothing/Shoe/Accessory Stores,https://old.nasdaq.com/symbol/aeo,
AEP,"American Electric Power Company, Inc.",79.15,39270000000,,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/aep,
AEL,American Equity Investment Life Holding Company,22.78,2090000000,2003.0,Finance,Life Insurance,https://old.nasdaq.com/symbol/ael,
AXP,American Express Company,103.36,83220000000,,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/axp,
AFIN,"American Finance Trust, Inc.",6.69,726050000,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/afin,
AFG,"American Financial Group, Inc.",67.86,6010000000,,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/afg,
AFGC,"American Financial Group, Inc.",26.5,26450000,2019.0,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/afgc,
AMH,American Homes 4 Rent,28.7,9070000000,2013.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/amh,
AIG,"American International Group, Inc.",28.4,24460000000,,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/aig,
AMNB,"American National Bankshares, Inc.",21.78,23880000,,Finance,Major Banks,https://old.nasdaq.com/symbol/amnb,
ANAT,"American National Group, Inc.",74.97,2020000000,,Finance,Life Insurance,https://old.nasdaq.com/symbol/anat,
AOUT,"American Outdoor Brands, Inc.",14.23,198870000,,Capital Goods,Ordnance And Accessories,https://old.nasdaq.com/symbol/aout,
APEI,"American Public Education, Inc.",27.22,402770000,2007.0,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/apei,
ARL,"American Realty Investors, Inc.",9.81,156930000,,Finance,Real Estate,https://old.nasdaq.com/symbol/arl,
ARA,"American Renal Associates Holdings, Inc",6.35,219760000,2016.0,Health Care,Misc Health and Biotechnology Services,https://old.nasdaq.com/symbol/ara,
AREC,American Resources Corporation,1.34,35180000,,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/arec,
AMRB,American River Bankshares,10.25,60860000,,Finance,Major Banks,https://old.nasdaq.com/symbol/amrb,
AMS,American Shared Hospital Services,1.94,11040000,,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/ams,
AMSWA,"American Software, Inc.",13.99,45440000,,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/amswa,
AWR,American States Water Company,73.44,2710000000,,Public Utilities,Water Supply,https://old.nasdaq.com/symbol/awr,
AMSC,American Superconductor Corporation,11.91,274350000,1991.0,Consumer Durables,Metal Fabrications,https://old.nasdaq.com/symbol/amsc,
AMT,American Tower Corporation (REIT),249.79,11080000000,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/amt,
AVD,American Vanguard Corporation,14.13,426430000,,Basic Industries,Agricultural Chemicals,https://old.nasdaq.com/symbol/avd,
AVCT,"American Virtual Cloud Technologies, Inc. ",4.09,80310000,2017.0,Technology,EDP Services,https://old.nasdaq.com/symbol/avct,
AWK,American Water Works,141.1,25570000000,2008.0,Public Utilities,Water Supply,https://old.nasdaq.com/symbol/awk,
AMWD,American Woodmark Corporation,82.37,140000000,1986.0,Basic Industries,Forest Products,https://old.nasdaq.com/symbol/amwd,
CRMT,"America&#39;s Car-Mart, Inc.",98.07,6710000,,Consumer Durables,Automotive Aftermarket,https://old.nasdaq.com/symbol/crmt,
USAS,Americas Gold and Silver Corporation,2.92,339350000,2017.0,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/usas,
COLD,Americold Realty Trust,36.48,7430000000,2018.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/cold,
AMP,"AMERIPRISE FINANCIAL SERVICES, LLC",152.1,18290000000,,Finance,Investment Managers,https://old.nasdaq.com/symbol/amp,
ABCB,Ameris Bancorp,23.48,1630000000,1994.0,Finance,Major Banks,https://old.nasdaq.com/symbol/abcb,
AMSF,"AMERISAFE, Inc.",63.87,1230000000,2005.0,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/amsf,
ASRV,AmeriServ Financial Inc.,2.67,45550000,,Finance,Major Banks,https://old.nasdaq.com/symbol/asrv,
ABC,AmerisourceBergen Corporation (Holding Co),94.08,19210000000,,Health Care,Other Pharmaceuticals,https://old.nasdaq.com/symbol/abc,
ATLO,Ames National Corporation,18.58,16950000,,Finance,Major Banks,https://old.nasdaq.com/symbol/atlo,
AMGN,Amgen Inc.,243.21,142450000000,1983.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/amgn,
FOLD,"Amicus Therapeutics, Inc.",12.89,3340000000,2007.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/fold,
AMKR,"Amkor Technology, Inc.",10.88,2630000000,1998.0,Technology,Semiconductors,https://old.nasdaq.com/symbol/amkr,
AMN,AMN Healthcare Services Inc,53.55,2520000000,,Technology,Professional Services,https://old.nasdaq.com/symbol/amn,
AMRX,"Amneal Pharmaceuticals, Inc.",3.67,110000000,2018.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/amrx,
AP,Ampco-Pittsburgh Corporation,3.35,42880000,,Capital Goods,Fluid Controls,https://old.nasdaq.com/symbol/ap,
AMPH,"Amphastar Pharmaceuticals, Inc.",19.42,922170000,2014.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/amph,
APH,Amphenol Corporation,104.29,3110000000,,Capital Goods,Electrical Products,https://old.nasdaq.com/symbol/aph,
AMPE,"Ampio Pharmaceuticals, Inc.",0.748,132050000,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/ampe,
AMHC,Amplitude Healthcare Acquisition Corporation,9.9899,124870000,1991.0,Finance,Business Services,https://old.nasdaq.com/symbol/amhc,
AXR,AMREP Corporation,4.82,39190000,,Consumer Services,Newspapers/Magazines,https://old.nasdaq.com/symbol/axr,
AMYT,Amryt Pharma plc,11.8,374060000,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/amyt,
HKIB,AMTD International Inc.,6.3,1550000000,2019.0,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/hkib,
ASYS,"Amtech Systems, Inc.",5.31,7460000,,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/asys,
AME,"AMTEK, Inc.",99.91,22940000000,,Consumer Durables,Metal Fabrications,https://old.nasdaq.com/symbol/ame,
AMRS,"Amyris, Inc.",2.33,477020000,2010.0,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/amrs,
ADI,"Analog Devices, Inc.",113.8,42060000000,,Technology,Semiconductors,https://old.nasdaq.com/symbol/adi,
PLAN,"Anaplan, Inc.",56.65,7920000000,2018.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/plan,
ANAB,"AnaptysBio, Inc.",14.44,394260000,2017.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/anab,
AVXL,Anavex Life Sciences Corp.,3.91,235350000,,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://old.nasdaq.com/symbol/avxl,
ANCN,Anchiano Therapeutics Ltd.,1.0099,7490000,2019.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/ancn,
ANDA,Andina Acquisition Corp. III,10.225,98080000,2019.0,Finance,Business Services,https://old.nasdaq.com/symbol/anda,
FINS,Angel Oak Financial Strategies Income Term Trust,16.82,193770000,2019.0,,,https://old.nasdaq.com/symbol/fins,
ANGI,ANGI Homeservices Inc.,12.34,6120000000,,Consumer Services,Advertising,https://old.nasdaq.com/symbol/angi,
ANGO,"AngioDynamics, Inc.",9.1,344650000,2004.0,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/ango,
AU,AngloGold Ashanti Limited,28.84,120000000,,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/au,
BUD,Anheuser-Busch Inbev SA,56.15,110680000000,,Consumer Non-Durables,Beverages (Production/Distribution),https://old.nasdaq.com/symbol/bud,
ANIP,"ANI Pharmaceuticals, Inc.",27.62,340140000,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/anip,
ANIK,Anika Therapeutics Inc.,36.46,5180000,,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/anik,
ANIX,"Anixa Biosciences, Inc.",2.08,49480000,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/anix,
NLY,Annaly Capital Management Inc,7.43,10420000000,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/nly,
ANNX,"Annexon, Inc.",24.8,946070000,2020.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/annx,
ANVS,"Annovis Bio, Inc.",4.82,3310000,2020.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/anvs,
ANPC,"AnPac Bio-Medical Science Co., Ltd.",4.54,50850000,2020.0,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/anpc,
ANSS,"ANSYS, Inc.",314.08,26940000000,1996.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/anss,
ATRS,"Antares Pharma, Inc.",2.77,460080000,,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/atrs,
ATEX,Anterix Inc.,40.2,695310000,2015.0,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/atex,
AM,Antero Midstream Corporation,5.53,2640000000,2017.0,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/am,
AR,Antero Resources Corporation,2.71,727770000,2013.0,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/ar,
ANTM,"Anthem, Inc.",258.03,6490000000,,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/antm,
ANH,Anworth Mortgage Asset  Corporation,1.72,170510000,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/anh,
AON,Aon plc,201.54,46690000000,,Finance,Specialty Insurers,https://old.nasdaq.com/symbol/aon,
APA,Apache Corporation,11.885,4490000000,,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/apa,
AIV,Apartment Investment and Management Company,34.98,5210000000,1994.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/aiv,
APLS,"Apellis Pharmaceuticals, Inc.",28.66,2170000000,2017.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/apls,
APEX,Apex Global Brands Inc.,6.15,3690000,,Consumer Non-Durables,Apparel,https://old.nasdaq.com/symbol/apex,
APXT,Apex Technology Acquisition Corporation,10.25,456740000,2019.0,Finance,Business Services,https://old.nasdaq.com/symbol/apxt,
APHA,Aphria Inc.,4.5,130000000,,Consumer Durables,Specialty Chemicals,https://old.nasdaq.com/symbol/apha,
APG,APi Group Corporation,14.15,240000000,2020.0,Basic Industries,Engineering & Construction,https://old.nasdaq.com/symbol/apg,
APOG,"Apogee Enterprises, Inc.",19.49,513690000,,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/apog,
ARI,Apollo Commercial Real Estate Finance,8.77,1290000000,2009.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/ari,
APEN,"Apollo Endosurgery, Inc.",1.51,35750000,,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/apen,
